file,type,id,display name,meta id,annotation,annotation label,match score,existing,UPDATE ANNOTATION
e_coli_core.xml,genes,G_b1241,adhE,G_b1241,945695,purB,1,0,add
e_coli_core.xml,genes,G_b1241,adhE,G_b1241,945837,adhE,1,1,delete
e_coli_core.xml,genes,G_b1241,adhE,G_b1241,948025,hdeA,1,0,ignore
e_coli_core.xml,genes,G_b0351,mhpF,G_b0351,945008,mhpF,1,1,keep
e_coli_core.xml,genes,G_s0001,s0001,G_s0001,944742,thrL,0.836,0,ignore
e_coli_core.xml,genes,G_s0001,s0001,G_s0001,944792,satP,0.836,0,ignore
e_coli_core.xml,genes,G_s0001,s0001,G_s0001,944824,mutT,0.836,0,ignore
e_coli_core.xml,genes,G_s0001,s0001,G_s0001,946586,rutD,0.836,0,ignore
e_coli_core.xml,genes,G_b1849,purT,G_b1849,946199,rstA,1,0,ignore
e_coli_core.xml,genes,G_b1849,purT,G_b1849,946368,purT,1,1,keep
e_coli_core.xml,genes,G_b3115,tdcD,G_b3115,947635,tdcD,1,1,keep
e_coli_core.xml,genes,G_b2296,ackA,G_b2296,946775,ackA,1,1,keep
e_coli_core.xml,genes,G_b1276,acnA,G_b1276,946724,acnA,1,1,keep
e_coli_core.xml,genes,G_b0118,acnB,G_b0118,944864,acnB,1,1,keep
e_coli_core.xml,genes,G_b0474,adk,G_b0474,945097,adk,1,1,keep
e_coli_core.xml,genes,G_b0116,lpd,G_b0116,944854,lpd,1,1,keep
e_coli_core.xml,genes,G_b0727,sucB,G_b0727,945189,cusB,1,0,ignore
e_coli_core.xml,genes,G_b0727,sucB,G_b0727,945307,sucB,1,1,keep
e_coli_core.xml,genes,G_b0726,sucA,G_b0726,945191,cusA,1,0,ignore
e_coli_core.xml,genes,G_b0726,sucA,G_b0726,945303,sucA,1,1,keep
e_coli_core.xml,genes,G_b0726,sucA,G_b0726,946793,truA,1,0,ignore
e_coli_core.xml,genes,G_b2587,kgtP,G_b2587,947069,kgtP,1,1,keep
e_coli_core.xml,genes,G_b0356,frmA,G_b0356,944988,frmA,1,1,keep
e_coli_core.xml,genes,G_b1478,adhP,G_b1478,945427,hcaD,1,0,ignore
e_coli_core.xml,genes,G_b1478,adhP,G_b1478,946036,adhP,1,1,keep
e_coli_core.xml,genes,G_b3734,atpA,G_b3734,947120,patA,1,0,ignore
e_coli_core.xml,genes,G_b3734,atpA,G_b3734,948242,atpA,1,1,keep
e_coli_core.xml,genes,G_b3733,atpG,G_b3733,945651,ptsG,1,0,ignore
e_coli_core.xml,genes,G_b3733,atpG,G_b3733,948243,atpG,1,1,keep
e_coli_core.xml,genes,G_b3736,atpF,G_b3736,945724,tfaP,1,0,ignore
e_coli_core.xml,genes,G_b3736,atpF,G_b3736,945766,fabD,1,0,ignore
e_coli_core.xml,genes,G_b3736,atpF,G_b3736,948247,atpF,1,1,keep
e_coli_core.xml,genes,G_b3737,atpE,G_b3737,948253,atpE,1,1,keep
e_coli_core.xml,genes,G_b3737,atpE,G_b3737,948629,eptA,1,0,ignore
e_coli_core.xml,genes,G_b3739,atpI,G_b3739,948009,pitA,1,0,ignore
e_coli_core.xml,genes,G_b3739,atpI,G_b3739,948251,atpI,1,1,keep
e_coli_core.xml,genes,G_b3739,atpI,G_b3739,948409,tpiA,1,0,ignore
e_coli_core.xml,genes,G_b3738,atpB,G_b3738,946306,thiB,1,0,ignore
e_coli_core.xml,genes,G_b3738,atpB,G_b3738,948252,atpB,1,1,keep
e_coli_core.xml,genes,G_b3735,atpH,G_b3735,948254,atpH,1,1,keep
e_coli_core.xml,genes,G_b3731,atpC,G_b3731,947379,ygfX,1,0,ignore
